"","ORDER","FAMILY","SPECIES","DR100"
"1","ANURA","Allophrynidae","Allophryne relicta",0.01817921
"2","ANURA","Allophrynidae","Allophryne resplendens",0.031906636
"3","ANURA","Allophrynidae","Allophryne ruthveni",0.032038339
"4","ANURA","Alsodidae","Alsodes australis",0.151984338
"5","ANURA","Alsodidae","Alsodes barrioi",0.180041772
"6","ANURA","Alsodidae","Alsodes coppingeri",0.104949638
"7","ANURA","Alsodidae","Alsodes gargola",0.210426937
"8","ANURA","Alsodidae","Alsodes hugoi",0.06908595
"9","ANURA","Alsodidae","Alsodes igneus",0.120996422
"10","ANURA","Alsodidae","Alsodes kaweshkari",0.208784453
"11","ANURA","Alsodidae","Alsodes montanus",0.181504466
"12","ANURA","Alsodidae","Alsodes monticola",0.173322279
"13","ANURA","Alsodidae","Alsodes neuquensis",0.204292843
"14","ANURA","Alsodidae","Alsodes nodosus",0.060127234
"15","ANURA","Alsodidae","Alsodes norae",0.160834627
"16","ANURA","Alsodidae","Alsodes pehuenche",0.181761909
"17","ANURA","Alsodidae","Alsodes tumultuosus",0.08509993
"18","ANURA","Alsodidae","Alsodes valdiviensis",0.166414907
"19","ANURA","Alsodidae","Alsodes vanzolinii",0.078210915
"20","ANURA","Alsodidae","Alsodes verrucosus",0.168552433
"21","ANURA","Alsodidae","Alsodes vittatus",0.185484968
"22","ANURA","Alsodidae","Eupsophus altor",0.127884965
"23","ANURA","Alsodidae","Eupsophus calcaratus",0.042391903
"24","ANURA","Alsodidae","Eupsophus contulmoensis",0.148929008
"25","ANURA","Alsodidae","Eupsophus emiliopugini",0.053404212
"26","ANURA","Alsodidae","Eupsophus insularis",0.083041614
"27","ANURA","Alsodidae","Eupsophus migueli",0.127618014
"28","ANURA","Alsodidae","Eupsophus nahuelbutensis",0.148947067
"29","ANURA","Alsodidae","Eupsophus roseus",0.140013827
"30","ANURA","Alsodidae","Eupsophus septentrionalis",0.141884527
"31","ANURA","Alsodidae","Eupsophus vertebralis",0.053640274
"32","ANURA","Alsodidae","Limnomedusa macroglossa",0.015954495
"33","ANURA","Alytidae","Alytes cisternasii",0.010644731
"34","ANURA","Alytidae","Alytes dickhilleni",0.046555001
"35","ANURA","Alytidae","Alytes maurus",0.028941419
"36","ANURA","Alytidae","Alytes muletensis",0.046967542
"37","ANURA","Alytidae","Alytes obstetricans",0.018062401
"38","ANURA","Alytidae","Discoglossus galganoi",0.023565341
"39","ANURA","Alytidae","Discoglossus montalentii",0.01559809
"40","ANURA","Alytidae","Discoglossus pictus",0.054030297
"41","ANURA","Alytidae","Discoglossus sardus",0.053902734
"42","ANURA","Alytidae","Discoglossus scovazzi",0.034865104
"43","ANURA","Alytidae","Latonia nigriventer",0.01011196
"44","CAUDATA","Ambystomatidae","Ambystoma altamirani",0.129587716
"45","CAUDATA","Ambystomatidae","Ambystoma amblycephalum",0.072552048
"46","CAUDATA","Ambystomatidae","Ambystoma andersoni",0.092964521
"47","CAUDATA","Ambystomatidae","Ambystoma annulatum",0.045554881
"48","CAUDATA","Ambystomatidae","Ambystoma barbouri",0.117793794
"49","CAUDATA","Ambystomatidae","Ambystoma bishopi",0.049713649
"50","CAUDATA","Ambystomatidae","Ambystoma bombypellum",0.101679517
"51","CAUDATA","Ambystomatidae","Ambystoma californiense",0.062554457
"52","CAUDATA","Ambystomatidae","Ambystoma cingulatum",0.055613123
"53","CAUDATA","Ambystomatidae","Ambystoma dumerilii",0.133547132
"54","CAUDATA","Ambystomatidae","Ambystoma flavipiperatum",0.114753288
"55","CAUDATA","Ambystomatidae","Ambystoma gracile",0.034381538
"56","CAUDATA","Ambystomatidae","Ambystoma granulosum",0.122313471
"57","CAUDATA","Ambystomatidae","Ambystoma jeffersonianum",0.090070489
"58","CAUDATA","Ambystomatidae","Ambystoma laterale",0.064839494
"59","CAUDATA","Ambystomatidae","Ambystoma leorae",0.030397004
"60","CAUDATA","Ambystomatidae","Ambystoma lermaense",0.072868058
"61","CAUDATA","Ambystomatidae","Ambystoma mabeei",0.109177144
"62","CAUDATA","Ambystomatidae","Ambystoma macrodactylum",0.096535448
"63","CAUDATA","Ambystomatidae","Ambystoma maculatum",0.057071185
"64","CAUDATA","Ambystomatidae","Ambystoma mavortium",0.041305036
"65","CAUDATA","Ambystomatidae","Ambystoma mexicanum",0.106255355
"66","CAUDATA","Ambystomatidae","Ambystoma opacum",0.065399326
"67","CAUDATA","Ambystomatidae","Ambystoma ordinarium",0.127720541
"68","CAUDATA","Ambystomatidae","Ambystoma rivulare",0.037161533
"69","CAUDATA","Ambystomatidae","Ambystoma rosaceum",0.085098642
"70","CAUDATA","Ambystomatidae","Ambystoma silvense",0.029287242
"71","CAUDATA","Ambystomatidae","Ambystoma talpoideum",0.017835196
"72","CAUDATA","Ambystomatidae","Ambystoma taylori",0.018587469
"73","CAUDATA","Ambystomatidae","Ambystoma texanum",0.117817004
"74","CAUDATA","Ambystomatidae","Ambystoma tigrinum",0.081984706
"75","CAUDATA","Ambystomatidae","Ambystoma velasci",0.047958907
"76","CAUDATA","Ambystomatidae","Dicamptodon aterrimus",0.045331758
"77","CAUDATA","Ambystomatidae","Dicamptodon copei",0.045354239
"78","CAUDATA","Ambystomatidae","Dicamptodon ensatus",0.025241363
"79","CAUDATA","Ambystomatidae","Dicamptodon tenebrosus",0.013728671
"80","CAUDATA","Amphiumidae","Amphiuma means",0.021575511
"81","CAUDATA","Amphiumidae","Amphiuma pholeter",0.021489094
"82","CAUDATA","Amphiumidae","Amphiuma tridactylum",0.012684544
"83","ANURA","Aromobatidae","Allobates alessandroi",0.047305697
"84","ANURA","Aromobatidae","Allobates algorei",0.047448169
"85","ANURA","Aromobatidae","Allobates amissibilis",0.035176437
"86","ANURA","Aromobatidae","Allobates bromelicola",0.050526091
"87","ANURA","Aromobatidae","Allobates brunneus",0.035109227
"88","ANURA","Aromobatidae","Allobates caeruleodactylus",0.045957913
"89","ANURA","Aromobatidae","Allobates caribe",0.046200257
"90","ANURA","Aromobatidae","Allobates cepedai",0.049405995
"91","ANURA","Aromobatidae","Allobates chalcopis",0.054438214
"92","ANURA","Aromobatidae","Allobates conspicuus",0.048115715
"93","ANURA","Aromobatidae","Allobates crombiei",0.029782989
"94","ANURA","Aromobatidae","Allobates femoralis",0.043234003
"95","ANURA","Aromobatidae","Allobates flaviventris",0.052141869
"96","ANURA","Aromobatidae","Allobates fratisenescus",0.027577232
"97","ANURA","Aromobatidae","Allobates fuscellus",0.040934091
"98","ANURA","Aromobatidae","Allobates gasconi",0.050540074
"99","ANURA","Aromobatidae","Allobates goianus",0.040091725
"100","ANURA","Aromobatidae","Allobates granti",0.048662804
"101","ANURA","Aromobatidae","Allobates grillisimilis",0.046784125
"102","ANURA","Aromobatidae","Allobates hodli",0.040287897
"103","ANURA","Aromobatidae","Allobates humilis",0.047489349
"104","ANURA","Aromobatidae","Allobates ignotus",0.030461147
"105","ANURA","Aromobatidae","Allobates insperatus",0.045403864
"106","ANURA","Aromobatidae","Allobates juanii",0.04297341
"107","ANURA","Aromobatidae","Allobates kingsburyi",0.040570454
"108","ANURA","Aromobatidae","Allobates mandelorum",0.045446579
"109","ANURA","Aromobatidae","Allobates marchesianus",0.050038111
"110","ANURA","Aromobatidae","Allobates masniger",0.035868078
"111","ANURA","Aromobatidae","Allobates mcdiarmidi",0.052690888
"112","ANURA","Aromobatidae","Allobates melanolaemus",0.023469437
"113","ANURA","Aromobatidae","Allobates myersi",0.0346944
"114","ANURA","Aromobatidae","Allobates nidicola",0.040888449
"115","ANURA","Aromobatidae","Allobates niputidea",0.054366002
"116","ANURA","Aromobatidae","Allobates olfersioides",0.04894341
"117","ANURA","Aromobatidae","Allobates ornatus",0.04884568
"118","ANURA","Aromobatidae","Allobates paleovarzensis",0.057581796
"119","ANURA","Aromobatidae","Allobates peruvianus",0.035168425
"120","ANURA","Aromobatidae","Allobates picachos",0.054884877
"121","ANURA","Aromobatidae","Allobates pittieri",0.055872092
"122","ANURA","Aromobatidae","Allobates sanmartini",0.042239567
"123","ANURA","Aromobatidae","Allobates subfolionidificans",0.047941337
"124","ANURA","Aromobatidae","Allobates sumtuosus",0.050897862
"125","ANURA","Aromobatidae","Allobates talamancae",0.025616269
"126","ANURA","Aromobatidae","Allobates trilineatus",0.054050673
"127","ANURA","Aromobatidae","Allobates undulatus",0.024307415
"128","ANURA","Aromobatidae","Allobates vanzolinius",0.050225893
"129","ANURA","Aromobatidae","Allobates wayuu",0.051755745
"130","ANURA","Aromobatidae","Allobates zaparo",0.039185737
"131","ANURA","Aromobatidae","Ectopoglossus astralogaster",0.037762879
"132","ANURA","Aromobatidae","Ectopoglossus atopoglossus",0.06314693
"133","ANURA","Aromobatidae","Anomaloglossus ayarzaguenai",0.06226132
"134","ANURA","Aromobatidae","Anomaloglossus baeobatrachus",0.063511094
"135","ANURA","Aromobatidae","Anomaloglossus beebei",0.051961538
"136","ANURA","Aromobatidae","Anomaloglossus breweri",0.065133347
"137","ANURA","Aromobatidae","Ectopoglossus confusus",0.062109797
"138","ANURA","Aromobatidae","Anomaloglossus degranvillei",0.061670706
"139","ANURA","Aromobatidae","Anomaloglossus guanayensis",0.062410355
"140","ANURA","Aromobatidae","Ectopoglossus isthminus",0.05535042
"141","ANURA","Aromobatidae","Anomaloglossus kaiei",0.063145085
"142","ANURA","Aromobatidae","Ectopoglossus lacrimosus",0.045963953
"143","ANURA","Aromobatidae","Anomaloglossus leopardus",0.065049727
"144","ANURA","Aromobatidae","Anomaloglossus moffetti",0.052777206
"145","ANURA","Aromobatidae","Anomaloglossus murisipanensis",0.033300545
"146","ANURA","Aromobatidae","Anomaloglossus parimae",0.064882062
"147","ANURA","Aromobatidae","Anomaloglossus parkerae",0.056669472
"148","ANURA","Aromobatidae","Anomaloglossus praderioi",0.060012996
"149","ANURA","Aromobatidae","Anomaloglossus roraima",0.059164498
"150","ANURA","Aromobatidae","Anomaloglossus rufulus",0.064903007
"151","ANURA","Aromobatidae","Anomaloglossus shrevei",0.049464208
"152","ANURA","Aromobatidae","Anomaloglossus stepheni",0.062908739
"153","ANURA","Aromobatidae","Anomaloglossus surinamensis",0.06799392
"154","ANURA","Aromobatidae","Anomaloglossus tamacuarensis",0.045803822
"155","ANURA","Aromobatidae","Anomaloglossus tepuyensis",0.066825824
"156","ANURA","Aromobatidae","Anomaloglossus triunfo",0.058948012
"157","ANURA","Aromobatidae","Anomaloglossus verbeeksnyderorum",0.052147277
"158","ANURA","Aromobatidae","Anomaloglossus wothuja",0.052004153
"159","ANURA","Aromobatidae","Aromobates alboguttatus",0.059100491
"160","ANURA","Aromobatidae","Aromobates cannatellai",0.050016816
"161","ANURA","Aromobatidae","Aromobates capurinensis",0.073175279
"162","ANURA","Aromobatidae","Aromobates duranti",0.079726166
"163","ANURA","Aromobatidae","Aromobates ericksonae",0.066488276
"164","ANURA","Aromobatidae","Aromobates haydeeae",0.076045225
"165","ANURA","Aromobatidae","Aromobates inflexus",0.059221566
"166","ANURA","Aromobatidae","Aromobates leopardalis",0.083011174
"167","ANURA","Aromobatidae","Aromobates mayorgai",0.091141396
"168","ANURA","Aromobatidae","Aromobates meridensis",0.035004061
"169","ANURA","Aromobatidae","Aromobates molinarii",0.076361115
"170","ANURA","Aromobatidae","Aromobates nocturnus",0.074198174
"171","ANURA","Aromobatidae","Aromobates ornatissimus",0.069659836
"172","ANURA","Aromobatidae","Aromobates orostoma",0.065958728
"173","ANURA","Aromobatidae","Aromobates saltuensis",0.05685357
"174","ANURA","Aromobatidae","Aromobates serranus",0.09494308
"175","ANURA","Aromobatidae","Aromobates tokuko",0.074821486
"176","ANURA","Aromobatidae","Aromobates walterarpi",0.088574332
"177","ANURA","Aromobatidae","Aromobates zippeli",0.038645338
"178","ANURA","Aromobatidae","Rheobates palmatus",0.02312623
"179","ANURA","Aromobatidae","Rheobates pseudopalmatus",0.023205128
"180","ANURA","Arthroleptidae","Arthroleptis adelphus",0.047665764
"181","ANURA","Arthroleptidae","Arthroleptis adolfifriederici",0.044089853
"182","ANURA","Arthroleptidae","Arthroleptis affinis",0.041654911
"183","ANURA","Arthroleptidae","Arthroleptis anotis",0.048799052
"184","ANURA","Arthroleptidae","Arthroleptis aureoli",0.027882113
"185","ANURA","Arthroleptidae","Arthroleptis bioko",0.04411275
"186","ANURA","Arthroleptidae","Arthroleptis bivittatus",0.03347239
"187","ANURA","Arthroleptidae","Arthroleptis brevipes",0.046127206
"188","ANURA","Arthroleptidae","Arthroleptis carquejai",0.034491607
"189","ANURA","Arthroleptidae","Arthroleptis crusculum",0.047134721
"190","ANURA","Arthroleptidae","Arthroleptis discodactylus",0.034810203
"191","ANURA","Arthroleptidae","Arthroleptis fichika",0.033632657
"192","ANURA","Arthroleptidae","Arthroleptis formosus",0.035875182
"193","ANURA","Arthroleptidae","Arthroleptis francei",0.036585889
"194","ANURA","Arthroleptidae","Arthroleptis hematogaster",0.044575692
"195","ANURA","Arthroleptidae","Arthroleptis kidogo",0.037845195
"196","ANURA","Arthroleptidae","Arthroleptis krokosua",0.040945221
"197","ANURA","Arthroleptidae","Arthroleptis kutogundua",0.048882095
"198","ANURA","Arthroleptidae","Arthroleptis lameerei",0.047740579
"199","ANURA","Arthroleptidae","Arthroleptis langeri",0.050651609
"200","ANURA","Arthroleptidae","Arthroleptis lonnbergi",0.035139034
"201","ANURA","Arthroleptidae","Arthroleptis loveridgei",0.035824894
"202","ANURA","Arthroleptidae","Arthroleptis mossoensis",0.04057905
"203","ANURA","Arthroleptidae","Arthroleptis nguruensis",0.043219909
"204","ANURA","Arthroleptidae","Arthroleptis nikeae",0.042999977
"205","ANURA","Arthroleptidae","Arthroleptis nimbaensis",0.049352052
"206","ANURA","Arthroleptidae","Arthroleptis nlonakoensis",0.035730824
"207","ANURA","Arthroleptidae","Arthroleptis palava",0.042580914
"208","ANURA","Arthroleptidae","Arthroleptis perreti",0.04361031
"209","ANURA","Arthroleptidae","Arthroleptis phrynoides",0.040054353
"210","ANURA","Arthroleptidae","Arthroleptis poecilonotus",0.046947315
"211","ANURA","Arthroleptidae","Arthroleptis pyrrhoscelis",0.031232291
"212","ANURA","Arthroleptidae","Arthroleptis reichei",0.040372497
"213","ANURA","Arthroleptidae","Arthroleptis schubotzi",0.025330722
"214","ANURA","Arthroleptidae","Arthroleptis spinalis",0.048764659
"215","ANURA","Arthroleptidae","Arthroleptis stenodactylus",0.047640978
"216","ANURA","Arthroleptidae","Arthroleptis stridens",0.048105406
"217","ANURA","Arthroleptidae","Arthroleptis sylvaticus",0.034132698
"218","ANURA","Arthroleptidae","Arthroleptis taeniatus",0.034768658
"219","ANURA","Arthroleptidae","Arthroleptis tanneri",0.048075384
"220","ANURA","Arthroleptidae","Arthroleptis troglodytes",0.037523294
"221","ANURA","Arthroleptidae","Arthroleptis tuberosus",0.034979703
"222","ANURA","Arthroleptidae","Arthroleptis variabilis",0.038040914
"223","ANURA","Arthroleptidae","Arthroleptis vercammeni",0.034341548
"224","ANURA","Arthroleptidae","Arthroleptis wahlbergii",0.034485844
"225","ANURA","Arthroleptidae","Arthroleptis xenochirus",0.047751207
"226","ANURA","Arthroleptidae","Arthroleptis xenodactyloides",0.033630902
"227","ANURA","Arthroleptidae","Arthroleptis xenodactylus",0.036490405
"228","ANURA","Arthroleptidae","Arthroleptis zimmeri",0.042060135
"229","ANURA","Arthroleptidae","Astylosternus batesi",0.039800657
"230","ANURA","Arthroleptidae","Astylosternus diadematus",0.045225812
"231","ANURA","Arthroleptidae","Astylosternus fallax",0.047772539
"232","ANURA","Arthroleptidae","Astylosternus laticephalus",0.043964698
"233","ANURA","Arthroleptidae","Astylosternus laurenti",0.050706252
"234","ANURA","Arthroleptidae","Astylosternus montanus",0.045674038
"235","ANURA","Arthroleptidae","Astylosternus nganhanus",0.049581015
"236","ANURA","Arthroleptidae","Astylosternus occidentalis",0.04193077
"237","ANURA","Arthroleptidae","Astylosternus perreti",0.029949349
"238","ANURA","Arthroleptidae","Astylosternus ranoides",0.048276213
"239","ANURA","Arthroleptidae","Astylosternus rheophilus",0.046626048
"240","ANURA","Arthroleptidae","Astylosternus schioetzi",0.030076094
"241","ANURA","Arthroleptidae","Cardioglossa alsco",0.044416249
"242","ANURA","Arthroleptidae","Cardioglossa cyaneospila",0.049264932
"243","ANURA","Arthroleptidae","Cardioglossa elegans",0.039957077
"244","ANURA","Arthroleptidae","Cardioglossa escalerae",0.050344713
"245","ANURA","Arthroleptidae","Cardioglossa gracilis",0.027831445
"246","ANURA","Arthroleptidae","Cardioglossa gratiosa",0.026856376
"247","ANURA","Arthroleptidae","Cardioglossa leucomystax",0.041740883
"248","ANURA","Arthroleptidae","Cardioglossa manengouba",0.047688743
"249","ANURA","Arthroleptidae","Cardioglossa melanogaster",0.042476043
"250","ANURA","Arthroleptidae","Cardioglossa nigromaculata",0.042965037
"251","ANURA","Arthroleptidae","Cardioglossa occidentalis",0.047888394
"252","ANURA","Arthroleptidae","Cardioglossa oreas",0.050851951
"253","ANURA","Arthroleptidae","Cardioglossa pulchra",0.04521585
"254","ANURA","Arthroleptidae","Cardioglossa schioetzi",0.043356603
"255","ANURA","Arthroleptidae","Cardioglossa trifasciata",0.03755037
"256","ANURA","Arthroleptidae","Cardioglossa venusta",0.041529245
"257","ANURA","Arthroleptidae","Leptodactylodon albiventris",0.048070882
"258","ANURA","Arthroleptidae","Leptodactylodon axillaris",0.043745945
"259","ANURA","Arthroleptidae","Leptodactylodon bicolor",0.025514906
"260","ANURA","Arthroleptidae","Leptodactylodon blanci",0.043213189
"261","ANURA","Arthroleptidae","Leptodactylodon boulengeri",0.045411198
"262","ANURA","Arthroleptidae","Leptodactylodon bueanus",0.041333216
"263","ANURA","Arthroleptidae","Leptodactylodon erythrogaster",0.044031798
"264","ANURA","Arthroleptidae","Leptodactylodon mertensi",0.046079815
"265","ANURA","Arthroleptidae","Leptodactylodon ornatus",0.044594988
"266","ANURA","Arthroleptidae","Leptodactylodon ovatus",0.036268325
"267","ANURA","Arthroleptidae","Leptodactylodon perreti",0.041213139
"268","ANURA","Arthroleptidae","Leptodactylodon polyacanthus",0.02552123
"269","ANURA","Arthroleptidae","Leptodactylodon stevarti",0.046269256
"270","ANURA","Arthroleptidae","Leptodactylodon ventrimarmoratus",0.036355426
"271","ANURA","Arthroleptidae","Leptodactylodon wildi",0.040266524
"272","ANURA","Arthroleptidae","Leptopelis anchietae",0.040617584
"273","ANURA","Arthroleptidae","Leptopelis argenteus",0.04751214
"274","ANURA","Arthroleptidae","Leptopelis aubryi",0.055771807
"275","ANURA","Arthroleptidae","Leptopelis aubryioides",0.057362099
"276","ANURA","Arthroleptidae","Leptopelis barbouri",0.027628819
"277","ANURA","Arthroleptidae","Leptopelis bequaerti",0.055229734
"278","ANURA","Arthroleptidae","Leptopelis bocagii",0.092052364
"279","ANURA","Arthroleptidae","Leptopelis boulengeri",0.084194767
"280","ANURA","Arthroleptidae","Leptopelis brevipes",0.103151867
"281","ANURA","Arthroleptidae","Leptopelis brevirostris",0.078676865
"282","ANURA","Arthroleptidae","Leptopelis broadleyi",0.04861692
"283","ANURA","Arthroleptidae","Leptopelis bufonides",0.065395001
"284","ANURA","Arthroleptidae","Leptopelis calcaratus",0.064875673
"285","ANURA","Arthroleptidae","Leptopelis christyi",0.07641603
"286","ANURA","Arthroleptidae","Leptopelis concolor",0.090630396
"287","ANURA","Arthroleptidae","Leptopelis crystallinoron",0.101269125
"288","ANURA","Arthroleptidae","Leptopelis cynnamomeus",0.096768148
"289","ANURA","Arthroleptidae","Leptopelis fenestratus",0.090853075
"290","ANURA","Arthroleptidae","Leptopelis fiziensis",0.094591373
"291","ANURA","Arthroleptidae","Leptopelis flavomaculatus",0.08496696
"292","ANURA","Arthroleptidae","Leptopelis gramineus",0.047156968
"293","ANURA","Arthroleptidae","Leptopelis jordani",0.094512947
"294","ANURA","Arthroleptidae","Leptopelis karissimbensis",0.095119132
"295","ANURA","Arthroleptidae","Leptopelis kivuensis",0.093126779
"296","ANURA","Arthroleptidae","Leptopelis lebeaui",0.055676642
"297","ANURA","Arthroleptidae","Leptopelis mackayi",0.050585696
"298","ANURA","Arthroleptidae","Leptopelis macrotis",0.10997453
"299","ANURA","Arthroleptidae","Leptopelis marginatus",0.088470802
"300","ANURA","Arthroleptidae","Leptopelis millsoni",0.11333859
"301","ANURA","Arthroleptidae","Leptopelis modestus",0.068057311
"302","ANURA","Arthroleptidae","Leptopelis mossambicus",0.042682643
"303","ANURA","Arthroleptidae","Leptopelis natalensis",0.062948304
"304","ANURA","Arthroleptidae","Leptopelis nordequatorialis",0.028455078
"305","ANURA","Arthroleptidae","Leptopelis notatus",0.05926736
"306","ANURA","Arthroleptidae","Leptopelis occidentalis",0.053194659
"307","ANURA","Arthroleptidae","Leptopelis ocellatus",0.073181321
"308","ANURA","Arthroleptidae","Leptopelis oryi",0.079265671
"309","ANURA","Arthroleptidae","Leptopelis palmatus",0.070106539
"310","ANURA","Arthroleptidae","Leptopelis parbocagii",0.074828832
"311","ANURA","Arthroleptidae","Leptopelis parkeri",0.050700699
"312","ANURA","Arthroleptidae","Leptopelis parvus",0.065720495
"313","ANURA","Arthroleptidae","Leptopelis ragazzii",0.048572388
"314","ANURA","Arthroleptidae","Leptopelis rufus",0.064976354
"315","ANURA","Arthroleptidae","Leptopelis spiritusnoctis",0.069576099
"316","ANURA","Arthroleptidae","Leptopelis susanae",0.063611948
"317","ANURA","Arthroleptidae","Leptopelis uluguruensis",0.080330942
"318","ANURA","Arthroleptidae","Leptopelis vannutellii",0.05177131
"319","ANURA","Arthroleptidae","Leptopelis vermiculatus",0.073957203
"320","ANURA","Arthroleptidae","Leptopelis viridis",0.05487107
"321","ANURA","Arthroleptidae","Leptopelis xenodactylus",0.057263024
"322","ANURA","Arthroleptidae","Leptopelis yaldeni",0.069913447
"323","ANURA","Arthroleptidae","Leptopelis zebra",0.069344385
"324","ANURA","Arthroleptidae","Nyctibates corrugatus",0.016236516
"325","ANURA","Arthroleptidae","Scotobleps gabonicus",0.016252698
"326","ANURA","Arthroleptidae","Trichobatrachus robustus",0.047853052
"327","ANURA","Ascaphidae","Ascaphus montanus",0.009380899
"328","ANURA","Ascaphidae","Ascaphus truei",0.009372239
"329","ANURA","Batrachylidae","Atelognathus ceii",0.049843139
"330","ANURA","Batrachylidae","Atelognathus jeinimenensis",0.034434451
"331","ANURA","Batrachylidae","Atelognathus nitoi",0.037041781
"332","ANURA","Batrachylidae","Atelognathus patagonicus",0.04807604
"333","ANURA","Batrachylidae","Atelognathus praebasalticus",0.063224605
"334","ANURA","Batrachylidae","Atelognathus reverberii",0.057687009
"335","ANURA","Batrachylidae","Atelognathus salai",0.043332346
"336","ANURA","Batrachylidae","Atelognathus solitarius",0.057897736
"337","ANURA","Batrachylidae","Batrachophrynus brachydactylus",0.02320764
"338","ANURA","Batrachylidae","Batrachophrynus macrostomus",0.023043186
"339","ANURA","Batrachylidae","Batrachyla antartandica",0.048808785
"340","ANURA","Batrachylidae","Batrachyla fitzroya",0.057078369
"341","ANURA","Batrachylidae","Batrachyla leptopus",0.054497142
"342","ANURA","Batrachylidae","Batrachyla nibaldoi",0.058183164
"343","ANURA","Batrachylidae","Batrachyla taeniata",0.040255363
"344","ANURA","Ceratobatrachidae","Cornufer elegans",0.050925885
"345","ANURA","Ceratobatrachidae","Cornufer gigas",0.055868952
"346","ANURA","Ceratobatrachidae","Cornufer mediodiscus",0.062399654
"347","ANURA","Ceratobatrachidae","Cornufer minutus",0.056860505
"348","ANURA","Ceratobatrachidae","Cornufer montanus",0.053058932
"349","ANURA","Ceratobatrachidae","Cornufer trossulus",0.058483952
"350","ANURA","Ceratobatrachidae","Cornufer vertebralis",0.057150667
"351","ANURA","Ceratobatrachidae","Cornufer wolfi",0.054054281
"352","ANURA","Batrachylidae","Chaltenobatrachus grandisonae",0.030226696
"353","ANURA","Batrachylidae","Hylorina sylvatica",0.050601487
"354","ANURA","Bombinatoridae","Barbourula busuangensis",0.011901578
"355","ANURA","Bombinatoridae","Barbourula kalimantanensis",0.011908282
"356","ANURA","Bombinatoridae","Bombina bombina",0.028596022
"357","ANURA","Bombinatoridae","Bombina fortinuptialis",0.057561797
"358","ANURA","Bombinatoridae","Bombina lichuanensis",0.058388974
"359","ANURA","Bombinatoridae","Bombina maxima",0.019188544
"360","ANURA","Bombinatoridae","Bombina microdeladigitora",0.033377086
"361","ANURA","Bombinatoridae","Bombina orientalis",0.018092841
"362","ANURA","Bombinatoridae","Bombina pachypus",0.046367774
"363","ANURA","Bombinatoridae","Bombina variegata",0.045938781
"364","ANURA","Brachycephalidae","Brachycephalus alipioi",0.083884682
"365","ANURA","Brachycephalidae","Brachycephalus atelopoide",0.058671095
"366","ANURA","Brachycephalidae","Brachycephalus brunneus",0.07066362
"367","ANURA","Brachycephalidae","Brachycephalus bufonoides",0.03355318
"368","ANURA","Brachycephalidae","Brachycephalus didactylus",0.063161722
"369","ANURA","Brachycephalidae","Brachycephalus ephippium",0.075617284
"370","ANURA","Brachycephalidae","Brachycephalus ferruginus",0.051641941
"371","ANURA","Brachycephalidae","Brachycephalus garbeana",0.062533863
"372","ANURA","Brachycephalidae","Brachycephalus guarani",0.057643126
"373","ANURA","Brachycephalidae","Brachycephalus hermogenesi",0.091343354
"374","ANURA","Brachycephalidae","Brachycephalus izecksohni",0.070245657
"375","ANURA","Brachycephalidae","Brachycephalus margaritatus",0.028149398
"376","ANURA","Brachycephalidae","Brachycephalus nodoterga",0.075711941
"377","ANURA","Brachycephalidae","Brachycephalus pernix",0.063775915
"378","ANURA","Brachycephalidae","Brachycephalus pitanga",0.0585054
"379","ANURA","Brachycephalidae","Brachycephalus pombali",0.067759784
"380","ANURA","Brachycephalidae","Brachycephalus pulex",0.045686455
"381","ANURA","Brachycephalidae","Brachycephalus toby",0.065452889
"382","ANURA","Brachycephalidae","Brachycephalus tridactylus",0.086496708
"383","ANURA","Brachycephalidae","Brachycephalus vertebralis",0.053146234
"384","ANURA","Brachycephalidae","Ischnocnema abdita",0.042516331
"385","ANURA","Brachycephalidae","Ischnocnema bolbodactyla",0.042171878
"386","ANURA","Brachycephalidae","Ischnocnema concolor",0.041696525
"387","ANURA","Brachycephalidae","Ischnocnema epipeda",0.041063133
"388","ANURA","Brachycephalidae","Ischnocnema erythromera",0.040365873
"389","ANURA","Brachycephalidae","Ischnocnema gehrti",0.040484931
"390","ANURA","Brachycephalidae","Ischnocnema gualteri",0.046317573
"391","ANURA","Brachycephalidae","Ischnocnema guentheri",0.041468252
"392","ANURA","Brachycephalidae","Ischnocnema henselii",0.041254815
"393","ANURA","Brachycephalidae","Ischnocnema hoehnei",0.039758957
"394","ANURA","Brachycephalidae","Ischnocnema holti",0.039392622
"395","ANURA","Brachycephalidae","Ischnocnema izecksohni",0.041691304
"396","ANURA","Brachycephalidae","Ischnocnema juipoca",0.037124279
"397","ANURA","Brachycephalidae","Ischnocnema karst",0.041200067
"398","ANURA","Brachycephalidae","Ischnocnema lactea",0.039606571
"399","ANURA","Brachycephalidae","Ischnocnema manezinho",0.038122679
"400","ANURA","Brachycephalidae","Ischnocnema melanopygia",0.04474816
"401","ANURA","Brachycephalidae","Ischnocnema nanahallux",0.042389293
"402","ANURA","Brachycephalidae","Ischnocnema nasuta",0.038444789
"403","ANURA","Brachycephalidae","Ischnocnema nigriventris",0.039548943
"404","ANURA","Brachycephalidae","Ischnocnema octavioi",0.040392675
"405","ANURA","Brachycephalidae","Ischnocnema oea",0.037290193
"406","ANURA","Brachycephalidae","Ischnocnema paranaensis",0.028491163
"407","ANURA","Brachycephalidae","Ischnocnema parva",0.039596678
"408","ANURA","Brachycephalidae","Ischnocnema penaxavantinho",0.040335324
