"","ORDER","FAMILY","SPECIES","DR100"
"3642","ANURA","Leptodactylidae","Leptodactylus macrosternum",0.060761749
"3643","ANURA","Leptodactylidae","Leptodactylus magistris",0.041289157
"3644","ANURA","Leptodactylidae","Leptodactylus marambaiae",0.051459567
"3645","ANURA","Leptodactylidae","Leptodactylus melanonotus",0.065211814
"3646","ANURA","Leptodactylidae","Leptodactylus myersi",0.054864296
"3647","ANURA","Leptodactylidae","Leptodactylus mystaceus",0.06317044
"3648","ANURA","Leptodactylidae","Leptodactylus mystacinus",0.053847692
"3649","ANURA","Leptodactylidae","Leptodactylus natalensis",0.054895703
"3650","ANURA","Leptodactylidae","Leptodactylus nesiotus",0.028171136
"3651","ANURA","Leptodactylidae","Leptodactylus notoaktites",0.06411607
"3652","ANURA","Leptodactylidae","Leptodactylus ochraceus",0.061892133
"3653","ANURA","Leptodactylidae","Leptodactylus oreomantis",0.067756596
"3654","ANURA","Leptodactylidae","Leptodactylus paraensis",0.044276747
"3655","ANURA","Leptodactylidae","Leptodactylus pascoensis",0.059567692
"3656","ANURA","Leptodactylidae","Leptodactylus pentadactylus",0.052492948
"3657","ANURA","Leptodactylidae","Leptodactylus peritoaktites",0.054189552
"3658","ANURA","Leptodactylidae","Leptodactylus petersii",0.061618815
"3659","ANURA","Leptodactylidae","Leptodactylus plaumanni",0.058210234
"3660","ANURA","Leptodactylidae","Leptodactylus podicipinus",0.067007546
"3661","ANURA","Leptodactylidae","Leptodactylus poecilochilus",0.064893445
"3662","ANURA","Leptodactylidae","Leptodactylus pustulatus",0.065526341
"3663","ANURA","Leptodactylidae","Leptodactylus rhodomerus",0.051930542
"3664","ANURA","Leptodactylidae","Leptodactylus rhodomystax",0.060233348
"3665","ANURA","Leptodactylidae","Leptodactylus rhodonotus",0.057275019
"3666","ANURA","Leptodactylidae","Leptodactylus rhodostima",0.061096469
"3667","ANURA","Leptodactylidae","Leptodactylus riveroi",0.06385332
"3668","ANURA","Leptodactylidae","Leptodactylus rugosus",0.066899446
"3669","ANURA","Leptodactylidae","Leptodactylus sabanensis",0.06076746
"3670","ANURA","Leptodactylidae","Leptodactylus savagei",0.05393211
"3671","ANURA","Leptodactylidae","Leptodactylus sertanejo",0.059059939
"3672","ANURA","Leptodactylidae","Leptodactylus silvanimbus",0.060504439
"3673","ANURA","Leptodactylidae","Leptodactylus spixi",0.062812939
"3674","ANURA","Leptodactylidae","Leptodactylus stenodema",0.062434726
"3675","ANURA","Leptodactylidae","Leptodactylus syphax",0.030809356
"3676","ANURA","Leptodactylidae","Leptodactylus tapiti",0.063086042
"3677","ANURA","Leptodactylidae","Leptodactylus troglodytes",0.060490203
"3678","ANURA","Leptodactylidae","Leptodactylus turimiquensis",0.066232742
"3679","ANURA","Leptodactylidae","Leptodactylus validus",0.049267831
"3680","ANURA","Leptodactylidae","Leptodactylus vastus",0.055535635
"3681","ANURA","Leptodactylidae","Leptodactylus ventrimaculatus",0.060178699
"3682","ANURA","Leptodactylidae","Leptodactylus viridis",0.063415516
"3683","ANURA","Leptodactylidae","Leptodactylus wagneri",0.058400314
"3684","ANURA","Leptodactylidae","Lithodytes lineatus",0.018388009
"3685","ANURA","Leptodactylidae","Paratelmatobius cardosoi",0.033062994
"3686","ANURA","Leptodactylidae","Paratelmatobius gaigeae",0.044342883
"3687","ANURA","Leptodactylidae","Paratelmatobius lutzii",0.037752831
"3688","ANURA","Leptodactylidae","Paratelmatobius mantiqueira",0.038654612
"3689","ANURA","Leptodactylidae","Paratelmatobius pictiventris",0.048633172
"3690","ANURA","Leptodactylidae","Paratelmatobius poecilogaster",0.05096844
"3691","ANURA","Leptodactylidae","Paratelmatobius yepiranga",0.044716821
"3692","ANURA","Leptodactylidae","Physalaemus aguirrei",0.045934633
"3693","ANURA","Leptodactylidae","Physalaemus albifrons",0.062266092
"3694","ANURA","Leptodactylidae","Physalaemus albonotatus",0.057634567
"3695","ANURA","Leptodactylidae","Physalaemus angrensis",0.058589115
"3696","ANURA","Leptodactylidae","Physalaemus atlanticus",0.05070702
"3697","ANURA","Leptodactylidae","Physalaemus barrioi",0.062301858
"3698","ANURA","Leptodactylidae","Physalaemus biligonigerus",0.054181711
"3699","ANURA","Leptodactylidae","Physalaemus bokermanni",0.059804966
"3700","ANURA","Leptodactylidae","Physalaemus caete",0.070394611
"3701","ANURA","Leptodactylidae","Physalaemus camacan",0.064809465
"3702","ANURA","Leptodactylidae","Physalaemus centralis",0.040510499
"3703","ANURA","Leptodactylidae","Physalaemus cicada",0.053840927
"3704","ANURA","Leptodactylidae","Physalaemus crombiei",0.057801143
"3705","ANURA","Leptodactylidae","Physalaemus cuqui",0.059037634
"3706","ANURA","Leptodactylidae","Physalaemus cuvieri",0.061102153
"3707","ANURA","Leptodactylidae","Physalaemus deimaticus",0.060493529
"3708","ANURA","Leptodactylidae","Physalaemus ephippifer",0.049558627
"3709","ANURA","Leptodactylidae","Physalaemus erikae",0.054246951
"3710","ANURA","Leptodactylidae","Physalaemus erythros",0.055079038
"3711","ANURA","Leptodactylidae","Physalaemus evangelistai",0.061160364
"3712","ANURA","Leptodactylidae","Physalaemus feioi",0.05451925
"3713","ANURA","Leptodactylidae","Physalaemus fernandezae",0.047905107
"3714","ANURA","Leptodactylidae","Physalaemus fischeri",0.070631745
"3715","ANURA","Leptodactylidae","Physalaemus gracilis",0.060469139
"3716","ANURA","Leptodactylidae","Physalaemus henselii",0.053631447
"3717","ANURA","Leptodactylidae","Physalaemus insperatus",0.064004342
"3718","ANURA","Leptodactylidae","Physalaemus irroratus",0.064906107
"3719","ANURA","Leptodactylidae","Physalaemus jordanensis",0.064227291
"3720","ANURA","Leptodactylidae","Physalaemus kroyeri",0.050392018
"3721","ANURA","Leptodactylidae","Physalaemus lateristriga",0.053652584
"3722","ANURA","Leptodactylidae","Physalaemus lisei",0.06359337
"3723","ANURA","Leptodactylidae","Physalaemus maculiventris",0.056598249
"3724","ANURA","Leptodactylidae","Physalaemus marmoratus",0.05039694
"3725","ANURA","Leptodactylidae","Physalaemus maximus",0.056061271
"3726","ANURA","Leptodactylidae","Physalaemus moreirae",0.061367753
"3727","ANURA","Leptodactylidae","Physalaemus nanus",0.045131207
"3728","ANURA","Leptodactylidae","Physalaemus obtectus",0.057780947
"3729","ANURA","Leptodactylidae","Physalaemus olfersii",0.052940217
"3730","ANURA","Leptodactylidae","Physalaemus orophilus",0.053590374
"3731","ANURA","Leptodactylidae","Physalaemus riograndensis",0.064441123
"3732","ANURA","Leptodactylidae","Physalaemus rupestris",0.05389755
"3733","ANURA","Leptodactylidae","Physalaemus santafecinus",0.056806921
"3734","ANURA","Leptodactylidae","Physalaemus signifer",0.056627307
"3735","ANURA","Leptodactylidae","Physalaemus soaresi",0.067125076
"3736","ANURA","Leptodactylidae","Physalaemus spiniger",0.063291146
"3737","ANURA","Leptodactylidae","Pleurodema alium",0.03978928
"3738","ANURA","Leptodactylidae","Pleurodema bibroni",0.058336021
"3739","ANURA","Leptodactylidae","Pleurodema borellii",0.053342332
"3740","ANURA","Leptodactylidae","Pleurodema brachyops",0.028795592
"3741","ANURA","Leptodactylidae","Pleurodema bufoninum",0.055953667
"3742","ANURA","Leptodactylidae","Pleurodema cinereum",0.043679003
"3743","ANURA","Leptodactylidae","Pleurodema cordobae",0.048911859
"3744","ANURA","Leptodactylidae","Pleurodema diplolister",0.039354323
"3745","ANURA","Leptodactylidae","Pleurodema fuscomaculatum",0.059189493
"3746","ANURA","Leptodactylidae","Pleurodema guayapae",0.051968057
"3747","ANURA","Leptodactylidae","Pleurodema kriegi",0.051807114
"3748","ANURA","Leptodactylidae","Pleurodema marmoratum",0.048249485
"3749","ANURA","Leptodactylidae","Pleurodema nebulosum",0.053760705
"3750","ANURA","Leptodactylidae","Pleurodema thaul",0.054664597
"3751","ANURA","Leptodactylidae","Pleurodema tucumanum",0.055653548
"3752","ANURA","Leptodactylidae","Pseudopaludicola ameghini",0.047657786
"3753","ANURA","Leptodactylidae","Pseudopaludicola boliviana",0.051432398
"3754","ANURA","Leptodactylidae","Pseudopaludicola canga",0.04378069
"3755","ANURA","Leptodactylidae","Pseudopaludicola ceratophyes",0.054626975
"3756","ANURA","Leptodactylidae","Pseudopaludicola facureae",0.044603063
"3757","ANURA","Leptodactylidae","Pseudopaludicola falcipes",0.052348768
"3758","ANURA","Leptodactylidae","Pseudopaludicola giarettai",0.040126584
"3759","ANURA","Leptodactylidae","Pseudopaludicola hyleaustralis",0.045044448
"3760","ANURA","Leptodactylidae","Pseudopaludicola llanera",0.052392225
"3761","ANURA","Leptodactylidae","Pseudopaludicola mineira",0.045264537
"3762","ANURA","Leptodactylidae","Pseudopaludicola murundu",0.044442237
"3763","ANURA","Leptodactylidae","Pseudopaludicola mystacalis",0.043647524
"3764","ANURA","Leptodactylidae","Pseudopaludicola parnaiba",0.028959578
"3765","ANURA","Leptodactylidae","Pseudopaludicola pusilla",0.035507827
"3766","ANURA","Leptodactylidae","Pseudopaludicola saltica",0.045833585
"3767","ANURA","Leptodactylidae","Pseudopaludicola ternetzi",0.044120952
"3768","ANURA","Leptodactylidae","Rupirana cardosoi",0.017578046
"3769","ANURA","Leptodactylidae","Scythrophrys sawayae",0.036818309
"3770","ANURA","Leptodactylidae","Pleurodema somuncurense",0.056417851
"3771","ANURA","Limnodynastidae","Adelotus brevis",0.021195201
"3772","ANURA","Limnodynastidae","Heleioporus albopunctatus",0.032793192
"3773","ANURA","Limnodynastidae","Heleioporus australiacus",0.032934233
"3774","ANURA","Limnodynastidae","Heleioporus barycragus",0.043976528
"3775","ANURA","Limnodynastidae","Heleioporus eyrei",0.046042812
"3776","ANURA","Limnodynastidae","Heleioporus inornatus",0.047879457
"3777","ANURA","Limnodynastidae","Heleioporus psammophilus",0.0489107
"3778","ANURA","Limnodynastidae","Lechriodus aganoposis",0.046922928
"3779","ANURA","Limnodynastidae","Lechriodus fletcheri",0.042270525
"3780","ANURA","Limnodynastidae","Lechriodus melanopyga",0.033241028
"3781","ANURA","Limnodynastidae","Lechriodus platyceps",0.048935047
"3782","ANURA","Limnodynastidae","Neobatrachus albipes",0.038262641
"3783","ANURA","Limnodynastidae","Neobatrachus aquilonius",0.060295988
"3784","ANURA","Limnodynastidae","Neobatrachus centralis",0.063357377
"3785","ANURA","Limnodynastidae","Neobatrachus fulvus",0.057045711
"3786","ANURA","Limnodynastidae","Neobatrachus kunapalari",0.057813106
"3787","ANURA","Limnodynastidae","Neobatrachus pelobatoides",0.06280496
"3788","ANURA","Limnodynastidae","Neobatrachus pictus",0.060212538
"3789","ANURA","Limnodynastidae","Neobatrachus sudelli",0.062075371
"3790","ANURA","Limnodynastidae","Neobatrachus sutor",0.066394016
"3791","ANURA","Limnodynastidae","Neobatrachus wilsmorei",0.036282887
"3792","ANURA","Limnodynastidae","Notaden bennettii",0.024717763
"3793","ANURA","Limnodynastidae","Notaden melanoscaphus",0.032975327
"3794","ANURA","Limnodynastidae","Notaden nichollsi",0.0340682
"3795","ANURA","Limnodynastidae","Notaden weigeli",0.023945494
"3796","ANURA","Limnodynastidae","Philoria frosti",0.049427492
"3797","ANURA","Limnodynastidae","Philoria kundagungan",0.037442032
"3798","ANURA","Limnodynastidae","Philoria loveridgei",0.03761407
"3799","ANURA","Limnodynastidae","Philoria pughi",0.049268486
"3800","ANURA","Limnodynastidae","Philoria richmondensis",0.057192195
"3801","ANURA","Limnodynastidae","Philoria sphagnicolus",0.054691172
"3802","ANURA","Limnodynastidae","Platyplectrum ornatum",0.048674246
"3803","ANURA","Limnodynastidae","Platyplectrum spenceri",0.030117523
"3804","ANURA","Mantellidae","Aglyptodactylus laticeps",0.021602295
"3805","ANURA","Mantellidae","Aglyptodactylus madagascariensis",0.020596315
"3806","ANURA","Mantellidae","Aglyptodactylus securifer",0.016028305
"3807","ANURA","Mantellidae","Blommersia angolafa",0.045307095
"3808","ANURA","Mantellidae","Blommersia blommersae",0.05348887
"3809","ANURA","Mantellidae","Blommersia dejongi",0.069282437
"3810","ANURA","Mantellidae","Blommersia domerguei",0.058894273
"3811","ANURA","Mantellidae","Blommersia galani",0.069427074
"3812","ANURA","Mantellidae","Blommersia grandisonae",0.045312947
"3813","ANURA","Mantellidae","Blommersia kely",0.050421055
"3814","ANURA","Mantellidae","Blommersia sarotra",0.050094102
"3815","ANURA","Mantellidae","Blommersia variabilis",0.059258855
"3816","ANURA","Mantellidae","Blommersia wittei",0.032596311
"3817","ANURA","Mantellidae","Boehmantis microtympanum",0.018596094
"3818","ANURA","Mantellidae","Boophis albilabris",0.040814701
"3819","ANURA","Mantellidae","Boophis albipunctatus",0.052720334
"3820","ANURA","Mantellidae","Boophis andohahela",0.055354493
"3821","ANURA","Mantellidae","Boophis andrangoloaka",0.05486623
"3822","ANURA","Mantellidae","Boophis andreonei",0.039420546
"3823","ANURA","Mantellidae","Boophis anjanaharibeensis",0.060333115
"3824","ANURA","Mantellidae","Boophis ankaratra",0.043586545
"3825","ANURA","Mantellidae","Boophis arcanus",0.054850085
"3826","ANURA","Mantellidae","Boophis axelmeyeri",0.050512486
"3827","ANURA","Mantellidae","Boophis baetkei",0.051130522
"3828","ANURA","Mantellidae","Boophis blommersae",0.034198807
"3829","ANURA","Mantellidae","Boophis boehmei",0.048514034
"3830","ANURA","Mantellidae","Boophis bottae",0.042901036
"3831","ANURA","Mantellidae","Boophis brachychir",0.048898486
"3832","ANURA","Mantellidae","Boophis burgeri",0.056903342
"3833","ANURA","Mantellidae","Boophis calcaratus",0.028422518
"3834","ANURA","Mantellidae","Boophis doulioti",0.046516762
"3835","ANURA","Mantellidae","Boophis elenae",0.051628377
"3836","ANURA","Mantellidae","Boophis englaenderi",0.056251923
"3837","ANURA","Mantellidae","Boophis entingae",0.048468681
"3838","ANURA","Mantellidae","Boophis erythrodactylus",0.041791023
"3839","ANURA","Mantellidae","Boophis fayi",0.046322312
"3840","ANURA","Mantellidae","Boophis feonnyala",0.053149088
"3841","ANURA","Mantellidae","Boophis goudotii",0.05148702
"3842","ANURA","Mantellidae","Boophis guibei",0.042016171
"3843","ANURA","Mantellidae","Boophis haematopus",0.054276399
"3844","ANURA","Mantellidae","Boophis haingana",0.039543938
"3845","ANURA","Mantellidae","Boophis idae",0.046699447
"3846","ANURA","Mantellidae","Boophis jaegeri",0.052379127
"3847","ANURA","Mantellidae","Boophis laurenti",0.053048584
"3848","ANURA","Mantellidae","Boophis liami",0.055881266
"3849","ANURA","Mantellidae","Boophis lichenoides",0.04418983
"3850","ANURA","Mantellidae","Boophis lilianae",0.055113464
"3851","ANURA","Mantellidae","Boophis luciae",0.058508085
"3852","ANURA","Mantellidae","Boophis luteus",0.053304281
"3853","ANURA","Mantellidae","Boophis madagascariensis",0.055017803
"3854","ANURA","Mantellidae","Boophis majori",0.051541649
"3855","ANURA","Mantellidae","Boophis mandraka",0.05134743
"3856","ANURA","Mantellidae","Boophis marojezensis",0.055675836
"3857","ANURA","Mantellidae","Boophis miadana",0.059262197
"3858","ANURA","Mantellidae","Boophis microtympanum",0.0491558
"3859","ANURA","Mantellidae","Boophis miniatus",0.05761388
"3860","ANURA","Mantellidae","Boophis narinsi",0.049485634
"3861","ANURA","Mantellidae","Boophis obscurus",0.051553046
"3862","ANURA","Mantellidae","Boophis occidentalis",0.02834912
"3863","ANURA","Mantellidae","Boophis opisthodon",0.049301246
"3864","ANURA","Mantellidae","Boophis pauliani",0.041271213
"3865","ANURA","Mantellidae","Boophis periegetes",0.031061771
"3866","ANURA","Mantellidae","Boophis picturatus",0.052975918
"3867","ANURA","Mantellidae","Boophis piperatus",0.057985697
"3868","ANURA","Mantellidae","Boophis popi",0.0498127
"3869","ANURA","Mantellidae","Boophis praedictus",0.052944642
"3870","ANURA","Mantellidae","Boophis pyrrhus",0.055981974
"3871","ANURA","Mantellidae","Boophis quasiboehmei",0.047220322
"3872","ANURA","Mantellidae","Boophis rappiodes",0.041236654
"3873","ANURA","Mantellidae","Boophis reticulatus",0.052782211
"3874","ANURA","Mantellidae","Boophis rhodoscelis",0.05523231
"3875","ANURA","Mantellidae","Boophis roseipalmatus",0.054676878
"3876","ANURA","Mantellidae","Boophis rufioculis",0.061562273
"3877","ANURA","Mantellidae","Boophis sambirano",0.053954143
"3878","ANURA","Mantellidae","Boophis sandrae",0.050922243
"3879","ANURA","Mantellidae","Boophis schuboeae",0.046603835
"3880","ANURA","Mantellidae","Boophis septentrionalis",0.055307293
"3881","ANURA","Mantellidae","Boophis sibilans",0.054937926
"3882","ANURA","Mantellidae","Boophis solomaso",0.058493156
"3883","ANURA","Mantellidae","Boophis spinophis",0.051581944
"3884","ANURA","Mantellidae","Boophis tampoka",0.056426262
"3885","ANURA","Mantellidae","Boophis tasymena",0.049102824
"3886","ANURA","Mantellidae","Boophis tephraeomystax",0.045675851
"3887","ANURA","Mantellidae","Boophis tsilomaro",0.04171975
"3888","ANURA","Mantellidae","Boophis ulftunni",0.052474343
"3889","ANURA","Mantellidae","Boophis viridis",0.048189698
"3890","ANURA","Mantellidae","Boophis vittatus",0.057007627
"3891","ANURA","Mantellidae","Boophis williamsi",0.051944121
"3892","ANURA","Mantellidae","Boophis xerophilus",0.047464059
"3893","ANURA","Mantellidae","Gephyromantis ambohitra",0.034914446
"3894","ANURA","Mantellidae","Gephyromantis asper",0.049948643
"3895","ANURA","Mantellidae","Gephyromantis atsingy",0.044658573
"3896","ANURA","Mantellidae","Gephyromantis azzurrae",0.048306028
"3897","ANURA","Mantellidae","Gephyromantis blanci",0.053096485
"3898","ANURA","Mantellidae","Gephyromantis boulengeri",0.051439652
"3899","ANURA","Mantellidae","Gephyromantis cornutus",0.059560716
"3900","ANURA","Mantellidae","Gephyromantis corvus",0.046308158
"3901","ANURA","Mantellidae","Gephyromantis decaryi",0.051179177
"3902","ANURA","Mantellidae","Gephyromantis eiselti",0.061985353
"3903","ANURA","Mantellidae","Gephyromantis enki",0.060959932
"3904","ANURA","Mantellidae","Gephyromantis granulatus",0.043686052
"3905","ANURA","Mantellidae","Gephyromantis hintelmannae",0.058253443
"3906","ANURA","Mantellidae","Gephyromantis horridus",0.050047269
"3907","ANURA","Mantellidae","Gephyromantis klemmeri",0.03881953
"3908","ANURA","Mantellidae","Gephyromantis leucocephalus",0.043746459
"3909","ANURA","Mantellidae","Gephyromantis leucomaculatus",0.045724794
"3910","ANURA","Mantellidae","Gephyromantis luteus",0.044802056
"3911","ANURA","Mantellidae","Gephyromantis mafy",0.066467524
"3912","ANURA","Mantellidae","Gephyromantis malagasius",0.049959521
"3913","ANURA","Mantellidae","Gephyromantis moseri",0.043994136
"3914","ANURA","Mantellidae","Gephyromantis plicifer",0.040646394
"3915","ANURA","Mantellidae","Gephyromantis pseudoasper",0.048908958
"3916","ANURA","Mantellidae","Gephyromantis ranjomavo",0.053047007
"3917","ANURA","Mantellidae","Gephyromantis redimitus",0.044492333
"3918","ANURA","Mantellidae","Gephyromantis rivicola",0.047932323
"3919","ANURA","Mantellidae","Gephyromantis runewsweeki",0.054057137
"3920","ANURA","Mantellidae","Gephyromantis salegy",0.047239919
"3921","ANURA","Mantellidae","Gephyromantis schilfi",0.052153412
"3922","ANURA","Mantellidae","Gephyromantis sculpturatus",0.042048954
"3923","ANURA","Mantellidae","Gephyromantis silvanus",0.049031504
"3924","ANURA","Mantellidae","Gephyromantis spiniferus",0.046868819
"3925","ANURA","Mantellidae","Gephyromantis striatus",0.0537696
"3926","ANURA","Mantellidae","Gephyromantis tahotra",0.048418073
"3927","ANURA","Mantellidae","Gephyromantis tandroka",0.050154549
"3928","ANURA","Mantellidae","Gephyromantis thelenae",0.066506916
"3929","ANURA","Mantellidae","Gephyromantis tschenki",0.056249766
"3930","ANURA","Mantellidae","Gephyromantis ventrimaculatus",0.042436396
"3931","ANURA","Mantellidae","Gephyromantis verrucosus",0.059135086
"3932","ANURA","Mantellidae","Gephyromantis webbi",0.056858672
"3933","ANURA","Mantellidae","Gephyromantis zavona",0.046528029
"3934","ANURA","Mantellidae","Guibemantis albolineatus",0.068642789
"3935","ANURA","Mantellidae","Guibemantis annulatus",0.075544936
"3936","ANURA","Mantellidae","Guibemantis bicalcaratus",0.071872398
"3937","ANURA","Mantellidae","Guibemantis depressiceps",0.077582742
"3938","ANURA","Mantellidae","Guibemantis flavobrunneus",0.054613415
"3939","ANURA","Mantellidae","Guibemantis kathrinae",0.042036719
"3940","ANURA","Mantellidae","Guibemantis liber",0.058647482
"3941","ANURA","Mantellidae","Guibemantis methueni",0.074392527
"3942","ANURA","Mantellidae","Guibemantis pulcher",0.067738718
"3943","ANURA","Mantellidae","Guibemantis punctatus",0.051879703
"3944","ANURA","Mantellidae","Guibemantis tasifotsy",0.068812926
"3945","ANURA","Mantellidae","Guibemantis timidus",0.048196863
"3946","ANURA","Mantellidae","Guibemantis tornieri",0.062310303
"3947","ANURA","Mantellidae","Guibemantis wattersoni",0.063126864
"3948","ANURA","Mantellidae","Laliostoma labrosum",0.013184864
"3949","ANURA","Mantellidae","Mantella aurantiaca",0.14825482
"3950","ANURA","Mantellidae","Mantella baroni",0.098447333
"3951","ANURA","Mantellidae","Mantella bernhardi",0.027660351
"3952","ANURA","Mantellidae","Mantella betsileo",0.122783847
"3953","ANURA","Mantellidae","Mantella cowanii",0.059307516
"3954","ANURA","Mantellidae","Mantella crocea",0.218600679
"3955","ANURA","Mantellidae","Mantella ebenaui",0.198994449
"3956","ANURA","Mantellidae","Mantella expectata",0.084354178
"3957","ANURA","Mantellidae","Mantella haraldmeieri",0.163044205
"3958","ANURA","Mantellidae","Mantella laevigata",0.079021983
"3959","ANURA","Mantellidae","Mantella madagascariensis",0.063013625
"3960","ANURA","Mantellidae","Mantella manery",0.070945525
"3961","ANURA","Mantellidae","Mantella nigricans",0.157338378
"3962","ANURA","Mantellidae","Mantella pulchra",0.093907505
"3963","ANURA","Mantellidae","Mantella viridis",0.192408909
"3964","ANURA","Mantellidae","Mantidactylus aerumnalis",0.070049994
"3965","ANURA","Mantellidae","Mantidactylus albofrenatus",0.072355109
"3966","ANURA","Mantellidae","Mantidactylus alutus",0.057981366
"3967","ANURA","Mantellidae","Mantidactylus ambohimitombi",0.02677543
"3968","ANURA","Mantellidae","Mantidactylus ambreensis",0.05859701
"3969","ANURA","Mantellidae","Mantidactylus argenteus",0.036577431
"3970","ANURA","Mantellidae","Mantidactylus bellyi",0.06527238
"3971","ANURA","Mantellidae","Mantidactylus betsileanus",0.070325333
"3972","ANURA","Mantellidae","Mantidactylus biporus",0.057833998
"3973","ANURA","Mantellidae","Mantidactylus bourgati",0.070134328
"3974","ANURA","Mantellidae","Mantidactylus brevipalmatus",0.06886488
"3975","ANURA","Mantellidae","Mantidactylus charlotteae",0.07018742
"3976","ANURA","Mantellidae","Mantidactylus cowanii",0.030527304
"3977","ANURA","Mantellidae","Mantidactylus curtus",0.064604714
"3978","ANURA","Mantellidae","Mantidactylus delormei",0.068334649
"3979","ANURA","Mantellidae","Mantidactylus femoralis",0.061979645
"3980","ANURA","Mantellidae","Mantidactylus grandidieri",0.038331341
"3981","ANURA","Mantellidae","Mantidactylus guttulatus",0.035563007
"3982","ANURA","Mantellidae","Mantidactylus lugubris",0.055656803
"3983","ANURA","Mantellidae","Mantidactylus madecassus",0.06394488
"3984","ANURA","Mantellidae","Mantidactylus majori",0.044153921
"3985","ANURA","Mantellidae","Mantidactylus melanopleura",0.063818257
"3986","ANURA","Mantellidae","Mantidactylus mocquardi",0.044330292
"3987","ANURA","Mantellidae","Mantidactylus noralottae",0.069409238
"3988","ANURA","Mantellidae","Mantidactylus opiparis",0.069472205
"3989","ANURA","Mantellidae","Mantidactylus paidroa",0.071334312
"3990","ANURA","Mantellidae","Mantidactylus pauliani",0.054458815
"3991","ANURA","Mantellidae","Mantidactylus tricinctus",0.029490911
"3992","ANURA","Mantellidae","Mantidactylus ulcerosus",0.05615435
"3993","ANURA","Mantellidae","Mantidactylus zipperi",0.062292575
"3994","ANURA","Mantellidae","Mantidactylus zolitschka",0.055213343
"3995","ANURA","Mantellidae","Spinomantis aglavei",0.039552499
"3996","ANURA","Mantellidae","Spinomantis bertini",0.045659245
"3997","ANURA","Mantellidae","Spinomantis brunae",0.053448121
"3998","ANURA","Mantellidae","Spinomantis elegans",0.03382581
"3999","ANURA","Mantellidae","Spinomantis fimbriatus",0.038333098
"4000","ANURA","Mantellidae","Spinomantis guibei",0.048658148
"4001","ANURA","Mantellidae","Spinomantis massi",0.049353575
"4002","ANURA","Mantellidae","Spinomantis microtis",0.036033568
"4003","ANURA","Mantellidae","Spinomantis nussbaumi",0.047511837
"4004","ANURA","Mantellidae","Spinomantis peraccae",0.045614676
"4005","ANURA","Mantellidae","Spinomantis phantasticus",0.046556508
"4006","ANURA","Mantellidae","Spinomantis tavaratra",0.040574624
"4007","ANURA","Mantellidae","Tsingymantis antitra",0.014225667
"4008","ANURA","Mantellidae","Wakea madinika",0.022002663
"4009","ANURA","Megophryidae","Borneophrys edwardinae",0.053094275
"4010","ANURA","Megophryidae","Brachytarsophrys carinense",0.071116016
"4011","ANURA","Megophryidae","Brachytarsophrys chuannanensis",0.060371775
"4012","ANURA","Megophryidae","Leptobrachium echinatum",0.055505732
"4013","ANURA","Megophryidae","Brachytarsophrys intermedia",0.076873686
"4014","ANURA","Megophryidae","Brachytarsophrys platyparietus",0.070326521
"4015","ANURA","Megophryidae","Leptobrachella baluensis",0.056638744
"4016","ANURA","Megophryidae","Leptobrachella brevicrus",0.051562711
"4017","ANURA","Megophryidae","Leptobrachella mjobergi",0.059659693
"4018","ANURA","Megophryidae","Leptobrachella natunae",0.053813847
"4019","ANURA","Megophryidae","Leptobrachella palmata",0.056467597
"4020","ANURA","Megophryidae","Leptobrachella parva",0.027098913
"4021","ANURA","Megophryidae","Leptobrachella serasanae",0.044904174
"4022","ANURA","Megophryidae","Leptobrachium abbotti",0.064396445
"4023","ANURA","Megophryidae","Leptobrachium ailaonicum",0.069346194
"4024","ANURA","Megophryidae","Leptobrachium banae",0.076909804
"4025","ANURA","Megophryidae","Leptobrachium bompu",0.071171433
"4026","ANURA","Megophryidae","Leptobrachium boringii",0.068812071
"4027","ANURA","Megophryidae","Leptobrachium buchardi",0.066863459
"4028","ANURA","Megophryidae","Leptobrachium chapaense",0.064841593
"4029","ANURA","Megophryidae","Leptobrachium guangxiense",0.06272322
"4030","ANURA","Megophryidae","Leptobrachium gunungense",0.061375854
"4031","ANURA","Megophryidae","Leptobrachium hainanense",0.061358934
"4032","ANURA","Megophryidae","Leptobrachium hasseltii",0.075743934
"4033","ANURA","Megophryidae","Leptobrachium hendricksoni",0.064680814
"4034","ANURA","Megophryidae","Leptobrachium huashen",0.06249514
"4035","ANURA","Megophryidae","Leptobrachium ingeri",0.06981169
"4036","ANURA","Megophryidae","Leptobrachium kanowitense",0.069894308
"4037","ANURA","Megophryidae","Leptobrachium leishanense",0.067925576
"4038","ANURA","Megophryidae","Leptobrachium leucops",0.073508223
"4039","ANURA","Megophryidae","Leptobrachium liui",0.067743807
"4040","ANURA","Megophryidae","Leptobrachium lumadorum",0.070787797
"4041","ANURA","Megophryidae","Leptobrachium mangyanorum",0.049923886
"4042","ANURA","Megophryidae","Leptobrachium montanum",0.064154245
"4043","ANURA","Megophryidae","Leptobrachium mouhoti",0.064389065
"4044","ANURA","Megophryidae","Leptobrachium ngoclinhense",0.067170876
"4045","ANURA","Megophryidae","Leptobrachium nigrops",0.062688384
"4046","ANURA","Megophryidae","Leptobrachium nokrekensis",0.06711355
"4047","ANURA","Megophryidae","Leptobrachium promustache",0.045037602
"4048","ANURA","Megophryidae","Leptobrachium pullum",0.06554783
"4049","ANURA","Megophryidae","Leptobrachium rakhinensis",0.066821271
